9871,9872,16.753418,0
10592,11301,23.483107,0
8877,8972,13.988484,0
1021,1336,8.906721,2
9205,9206,15.230469,0
1607,11403,29.713785,13
6021,15362,14.103516,0
16637,16762,20.237167,0
13163,14195,33.477173,0
466,564,50.338352,3
14176,14300,18.74983,0
8636,8687,16.811884,0
1363,1452,21.504452,13
3903,7715,14.454102,6
6950,7553,19.129826,0
7427,12320,70.396584,0
3423,3965,16.807831,3
6264,8658,6.414034,0
1279,2182,33.015511,15
3781,4101,11.508899,12
7368,10499,29.759216,0
2986,14255,8.901251,12
17041,17472,12.918055,0
10740,11019,9.535269,0
2671,3219,18.197386,12
17666,17797,20.237167,0
3950,8367,10.066827,5
331,379,30.493353,6
4651,12848,336.715454,2
9314,10726,24.999405,0
9649,9987,11.262381,0
9145,9534,12.058353,0
567,1259,38.782677,4
5791,6079,8.5067,0
6336,8115,54.421703,0
5687,7171,156.40332,0
9457,9779,9.76416,0
14237,16307,49.865242,0
6904,7816,30.442722,0
7918,17585,13.479464,0
10672,10673,44.168945,0
1274,16518,13.827038,2
4649,4985,10.780429,3
43,18204,181.266098,2
4973,10946,16.797455,5
8508,8557,18.330017,0
9685,10647,30.684984,0
2401,12104,226.619171,9
182,2252,17.506556,8
2593,6121,106.109657,11
6894,7287,15.527749,0
11594,12038,24.219814,0
8834,8872,35.058029,0
9928,9930,9.138428,0
3740,3838,106.650749,7
577,11088,22.672468,10
8100,8101,15.230469,0
3001,3053,47.23592,10
5747,15248,35.457161,0
6675,6716,1.631836,0
9434,15032,8.419273,0
15807,16291,15.419146,0
3885,4267,12.058446,2
9219,10817,12.980704,0
12761,14624,65.329918,0
1023,1122,8.626228,13
26,12873,688.480713,13
1430,1512,11.020515,6
5192,14073,37.652172,6
13910,16242,11.885854,0
9567,10161,18.133301,0
10215,10326,4.130625,0
4377,5472,32.118645,13
1394,4079,13.856711,14
1441,13427,9.210688,9
4018,4138,9.554546,9
10350,13887,7.523367,0
4224,13184,86.168831,1
11847,12007,10.706924,0
177,8866,9.373203,12
11546,11785,6.974365,0
8334,8396,12.264141,0
2290,5548,26.447712,10
1976,10483,7.242864,5
3011,3488,13.94873,15
14505,14610,14.437847,0
4476,4909,12.917939,2
8667,8668,22.845703,0
766,7677,28.68429,3
1329,16032,10.183197,10
7206,8607,48.028503,0
5746,6369,18.52417,0
1690,16340,61.790771,4
4885,17662,18.698767,1
6651,7310,22.83193,0
6947,16198,17.165039,0
13871,14160,33.061195,0
14542,14593,65.506676,0
6437,7506,38.894024,0
7430,7591,18.74983,0
17061,17173,46.499077,0
6274,6501,34.225994,0
10860,11450,24.688435,0
4951,8647,22.147797,4
8232,8434,23.517185,0
9262,10195,27.939461,0
8608,8609,6.092285,0
10943,12511,72.133415,0
3360,4256,26.546679,2
5421,10036,73.218979,0
3264,17531,5.079368,5
6926,7063,6.195923,0
9475,11252,20.525446,0
659,4289,65.452148,9
9746,14018,13.602018,0
6989,15481,20.127583,0
17095,17323,6.374512,0
17137,17138,19.800293,0
270,7991,22.078539,9
6453,6885,15.221137,0
13810,17211,453.378326,0
801,4015,102.670219,1
1263,9557,28.134771,6
11897,12056,8.261415,0
11111,17625,23.561672,0
8344,8719,9.359863,0
996,997,132.506348,14
13703,14027,140.137207,0
11448,14517,100.417786,0
615,16022,7.409538,10
1328,1951,21.143881,14
373,374,4.569336,2
3563,5342,12.594679,10
294,17259,42.49831,2
679,4777,23.896538,8
6395,8641,67.110291,0
10701,14952,8.28801,0
515,8424,14.716457,8
16593,17058,16.009668,0
8542,8901,10.780429,0
7239,9897,8.925392,0
8826,17117,17.33362,0
10236,10392,4.18457,0
16190,16355,17.658573,0
1411,1901,16.738525,2
12723,13062,11.262689,0
2098,10036,69.222427,12
5024,5467,14.031624,14
11797,13524,19.48307,0
14848,16908,6.992477,0
7736,7828,27.556595,0
6085,8822,69.348831,0
6231,12978,41.333347,0
1945,8025,36.112305,5
11632,17095,9.595306,0
2118,5358,7.89585,10
1006,2868,10.020412,11
8820,17927,7.250923,0
14855,14957,21.504515,0
3223,4745,12.214673,12
11613,11708,13.988962,0
4944,5428,64.303017,9
10825,10882,71.597572,0
5042,10226,5.407259,3
4959,8084,2.410396,12
17389,18148,23.907742,0
9001,15382,40.498558,0
9231,17070,31.064713,0
4329,9719,32.316845,9
2745,13028,38.056606,15
16276,17688,47.558746,0
2774,3432,36.183613,7
9406,9902,15.34375,0
14336,15545,9.397007,0
3422,10707,117.365883,1
4637,4688,47.235447,7
12996,12997,13.70752,0
9030,17794,14.103516,0
15085,15086,13.707764,0
6625,6656,12.264169,0
7620,7621,22.845947,0
13238,13677,87.928391,0
1247,3549,113.208984,12
15947,16582,11.580475,0
14588,15077,15.221584,0
15999,16190,12.03337,0
15055,15369,9.882216,0
15,575,11.707492,13
10723,10758,35.058029,0
1645,1760,54.989769,2
3160,7297,224.739243,13
16894,17487,29.16818,0
2764,3409,19.528809,9
5862,5999,23.226259,0
1861,16737,1.534866,12
8713,14355,712.599304,0
8052,9048,30.429745,0
11868,13368,12.076385,0
396,398,7.615234,10
2492,7101,99.608398,4
8399,17054,26.580332,0
221,10481,19.111582,5
4926,5081,4.18457,5
5312,14885,24.85701,12
11759,11806,28.971838,0
1221,1603,49.999474,9
2521,2723,50.74271,3
688,10490,21.786268,15
9659,10075,14.664468,0
9887,18183,13.698235,0
4029,4324,8.369629,1
16463,17017,19.129362,0
4523,14512,9.13196,1
5085,11739,9.692209,7
8774,8860,16.98431,0
9416,9418,16.75293,0
11779,15914,40.913284,0
4121,8169,7.506342,11
16951,17108,7.211841,0
7517,7697,5.57959,0
10744,14164,30.078136,0
1694,14262,14.913316,12
4644,4812,12.883104,8
8414,8746,9.535697,0
5172,5297,38.305908,7
2675,14475,198.07959,15
7789,8039,7.138573,0
5731,10070,9.714046,0
14797,15605,24.577881,0
2993,14658,203.644974,11
10669,16332,20.022875,0
15777,15780,15.230469,0
5562,7155,18.611816,0
4944,5258,10.228285,13
8235,8288,15.294223,0
9140,10618,43.241699,0
7522,7841,9.882292,0
9709,9710,7.615234,0
2797,3151,11.567466,9
5905,7709,13.280762,0
5141,6938,10.83253,6
7051,17552,112.24678,0
10740,10974,32.735996,0
15107,15158,21.368584,0
4339,4340,25.89209,2
3778,12639,2.7754,3
7248,12694,3.590071,0
13423,13697,9.535482,0
2752,9341,21.14043,11
3348,11964,59.267063,9
1862,2408,42.479996,15
7772,8216,13.95391,0
4064,4779,19.528442,6
365,596,19.562256,14
5578,6089,48.199375,0
4194,4330,4.184692,5
9650,12797,99.069786,0
5044,5303,34.53717,4
6041,6426,12.058221,0
68,133,28.972076,5
12219,16506,6.663184,0
427,558,20.237167,3
6904,6950,4.777543,0
7287,7338,228.46373,0
1338,4557,36.029812,13
10384,10385,18.276855,0
16779,17078,9.882216,0
4197,12539,33.616177,3
14473,14474,208.660156,0
406,5778,52.355347,8
1340,1646,16.829584,10
9128,9326,5.258545,0
10014,10538,16.009668,0
12590,12591,27.415039,0
92,5906,10.995543,4
1988,1989,13.70752,2
12313,12412,3.762207,0
14529,14700,11.453463,0
799,1650,35.199043,2
9827,9828,13.70752,0
7611,10248,13.515401,0
14987,15064,18.488306,0
14273,14484,3.355083,0
16024,16333,10.228285,0
6560,8116,47.412109,0
2643,2970,12.058446,10
5346,6151,23.761778,13
1224,1431,23.517185,11
5854,6330,61.015224,0
3458,17535,161.264191,2
2510,10763,26.502934,6
7515,12350,143.67334,0
7266,16424,95.749016,0
5233,6186,31.172417,13
8792,8793,16.753906,0
2436,17412,100.443192,10
2732,15304,13.647182,2
15490,15546,12.264155,0
6373,6551,16.220556,0
7326,7576,7.138469,0
10908,12430,11.849609,0
12158,12408,13.554449,0
15456,15568,19.995346,0
1136,9202,8.832596,6
14701,15120,12.918055,0
15642,15660,13.728196,0
11783,12089,34.40625,0
4471,4472,22.845947,8
39,495,44.421001,7
3456,5190,72.133415,15
4701,6090,41.873405,14
528,769,29.766518,2
683,684,18.276611,9
3262,17457,140.219437,4
6399,6491,18.488512,0
11372,11373,10.661621,0
4011,10644,16.172373,2
6767,7097,10.228211,0
5214,5242,47.235695,1
2178,2339,24.99926,10
11014,13719,142.546661,0
9177,9512,9.76416,0
3065,14776,178.994827,5
9896,9897,25.89209,0
13989,13990,42.645996,0
